"Order","Index","Topic","Argument","Words","Condition_Share","Share","Agreement","Agreement.Contacts","New","Dwell.Time"
46,232,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Hvis afgørende vendepunkter nås, så kan sammenbrud af økosystemer føre til udryddelse af menneskeracen",18,0,0,99.80401,98.23613,1,556.332
47,149,"Moderne teknologi er en ulempe for samfundet","Et samfund bliver sårbart ved at stole for meget på teknologi",9,0,0,90.51729,61.20984,0,2744.328
48,212,"Etikken ved at spise dyr: Er det forkert at spise kød?","At spise kød  indebærer for det meste en umoralsk og grusom behandling af dyr",15,0,0,88.46697,83.6427,1,3675.327
49,101,"Er det etisk forkert at se pornografi?","Ornani er naturaligt og gavnligt og her kan pornografi være et brugbart værktøj",12,0,0,95.22096,29.00782,0,3959.663
50,276,"Der bør ikke være nogen begrænsning for ytringsfriheden","Isoleret tale kan ikke påføre fysisk skade",9,0,0,85.93423,85.08998,0,2733.665
51,121,"Er videnskab lig religion?","Både videnskab og religion kræver tro på noget, som du personligt ikke forstår for at fungere",16,0,0,11.15801,27.68115,1,1392.665
52,219,"Etikken ved at spise dyr: Er det forkert at spise kød?","At spise kød er en integreret del af menneskets natur, evolution, fysiologi og biologi, og derfor er indtagelsen af kød centralt for menneskeheden",20,0,0,78.57722,78.336,1,3280.994
53,176,"Bør abort betragtes som mord?","At sidestille abort med mord ville få kvinder til at bruge usikre metoder og sætte deres liv i fare",17,0,0,95.46217,95.82399,0,6868.991
54,188,"Bør religion blive involveret i politik?","Det er nødvendigt at involvere religion i politik for at sikre, at love og politikker er etiske",15,0,0,17.91199,71.09959,1,758.665
55,200,"Bør salget af genetisk modificeret mad forbydes?","Genetiske modificerede fødevarer kan være skadelige for miljøet og økosystemer",11,0,0,21.16838,76.16508,1,458.666
56,236,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Klimaforandringer sker langsomt. Vi kan tilpasse os inden for den tidsramme",10,0,0,26.59568,16.82653,0,3681.662
57,166,"Pro-Liv vs. Pro-Valg: Bør abort være lovligt?","For at opnå kønslig lighed er det fundamentalt, at individer kan kontrollere deres egen reproduktion",15,0,0,100,99.20098,0,1733.996
58,107,"Er det etisk forkert at se pornografi?","At se pornografi bidrager til overtrædelser af menneskerettighederne, herunder kønslig ulighed",10,0,0,38.17394,65.9135,0,5720.661
59,222,"Brugen af plastik bør undgås","Plastik bliver eksporteret, hvorfor et nedsat forbrug af plastik vil reducere CO2-emmision, der stammer fra transport",13,0,0,100,100,1,1308.997
60,198,"Bør sexarbejde være lovligt?","Legalisering af sexarbejde øger dets udbredelse og medfører større skade",12,0,0,32.02299,72.42627,0,4992.997
61,281,"Der bør ikke være nogen begrænsning for ytringsfriheden","Én persons frihed slutter, hvor en andens begynder: stødende og truende tale bør være ulovlig",13,0,0,14.17318,9.71073,0,1254.996
62,229,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Konsekvenserne af global opvarmning udgør en direkte trussel mod det land og miljø, der er nødvendigt for menneskets overlevelse",16,0,0,76.40629,76.04447,1,733.333
63,194,"Bør religion blive involveret i politik?","Politik og religion bør lægges til side. Disse tre aspekter af livet bør IKKE følges ad: religion-stat-hær",15,0,0,69.65231,67.7226,1,2091.665
64,126,"Er videnskab lig religion?","Undersøgelse af definitionerne af religion viser fokus på guddommelighed og åndelighed, som slet ikke er til stede i vestlig videnskab",20,0,0,47.70188,47.70188,1,794.331
65,246,"Bør alle stoffer blive legaliseret?","Hvis stoffer blev legaliseret, ville narkohandlen være mindre i stand til at fremme alvorlig kriminalitet",15,0,0,21.77141,63.74258,0,5801.664
66,138,"Lotteri bør være en integreret del af demokratiske politiske systemer","Politikere valgt gennem lotteri ville være bedre til deres arbejde",10,0,0,16.10289,10.79619,1,1589.658
67,132,"Hjælper eller skader sociale medier menneskelige relationer?","Sociale medier giver brugerne mulighed for at oprette forbindelse til flere mennesker",9,0,0,84.00452,84.60756,1,631.999
68,217,"Etikken ved at spise dyr: Er det forkert at spise kød?","At indtage kød er en vigtig del af mange kulturer og religioner",11,0,0,78.81843,82.91906,1,3348.665
69,173,"Bør abort betragtes som mord?","Da hensigten med abort er døden, bør sådanne procedurer betragtes som mord",11,0,0,0,0,0,2259.665
70,247,"Bør alle stoffer blive legaliseret?","At tage stoffer kan være en vigtig og positiv oplevelse for enkeltpersoner og fællesskaber",13,0,0,4.28343,73.0293,0,2589.664
71,150,"Moderne teknologi er en ulempe for samfundet","Teknologi gør det muligt for enkeltpersoner at eje eller kontrollere ejendom på afstand, hvilket mindsker den enkeltes direkte ansvar for ejendommen",19,0,0,13.20833,20.32413,1,6005.661
72,214,"Etikken ved at spise dyr: Er det forkert at spise kød?","At afslutte produktionen af kød vil være nødvendigt for at imødekomme det voksende fødevarebehov hos verdens befolkning",20,0,0,32.74663,66.87836,0,7680.651
73,204,"Bør salget af genetisk modificeret mad forbydes?","GMO'er er mere omkostningseffektive end umodificerede fødevarer og medfører mange fordele",11,0,0,26.59568,57.71224,1,1216.661
74,237,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Beviser og statistikker tyder på, at de handlinger, vi foretager os, er tilstrækkelige til at håndtere større klimaforandringer",17,0,0,14.4144,70.01413,0,6755.64999999999
75,272,"Der bør ikke være nogen begrænsning for ytringsfriheden","Censur fører til snæversynethed ved at forhindre ærlig og åben diskussion",11,0,0,100,68.80807,0,3280.33
76,177,"Bør dyreforsøg forbydes?","Der er foretrukne alternativer til dyreforsøg, som er mere præcise og humane",13,0,0,82.31603,82.79845,1,1184.331
77,143,"Lotteri bør være en integreret del af demokratiske politiske systemer","At blive udpeget til en magtposition ved lotteri ville efterlade mange mennesker overvældede og uforberedte",16,0,0,87.98455,88.22576,0,1608.998
78,230,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Dyrearter er allerede begyndt at uddø. Udryddelsen af menneskeheden er sandsynligvis det næste",14,0,0,9.34891,8.26345,0,885.332
79,130,"Hjælper eller skader sociale medier menneskelige relationer?","Sociale medier har gjort det lettere at kommunikere og forbedret kvaliteten af kommunikationen",13,0,0,99.32159,93.05003,0,2443.332
80,155,"Moderne teknologi er en ulempe for samfundet","Teknologisk tilbagestående lande har ingen magt på den globale scene",10,0,0,100,98.95977,1,1975.331
81,60,"Hjælper eller skader elektroniske apparater børns udvikling?","Elektroniske enheder kan have en negativ indvirkning på børns sociale og psykologiske udvikling",9,0,0,99.80401,75.92387,0,4849.663
82,193,"Bør religion blive involveret i politik?","At involvere religion i politik er i modstrid med principperne for et sekulært demokratisk samfund",14,0,0,60.6068,61.33044,1,2642.324
83,203,"Bør salget af genetisk modificeret mad forbydes?","Et universelt forbud er ikke den rigtige tilgang til at håndtere eventuelle problemer med genetisk modificerede fødevarer",17,0,0,89.67304,77.61236,1,2499.328
84,162,"Ingen bør føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning","Mennesker, der lever i privilegerede positioner, har et moralsk ansvar for at ændre deres livsstil",13,0,0,57.35042,91.96457,1,2700.324
85,157,"Moderne teknologi er en ulempe for samfundet","Teknologi har ændret hverdagen til det bedre for altid",9,0,0,87.86394,87.74333,1,2775.664
86,140,"Lotteri bør være en integreret del af demokratiske politiske systemer","Der ville være mindre korruption ved lotteri, da al korruption ville forsvinde hver gang lotteriet fandt sted",16,0,0,70.85838,71.46142,1,3542.662
87,37,"Er Darwins evolutionsteori filosofi eller videnskab?","Darwins teori har logiske fejl og kan derfor næppe placeres indenfor videnskabem",14,0,0,54.57646,55.05889,1,4534.328
88,112,"Er stråling fra mobiltelefoner og Wi-fi skadeligt?","Mobiltelefonstråling absorberes mere af børns hjerner end af voksnes hjerner.",13,0,0,13.32894,15.98229,0,4425.329
89,136,"Lotteri bør være en integreret del af demokratiske politiske systemer","Politik ville være mere repræsentativt under et lotterisystem",9,0,0,84.72816,77.73297,1,8541.97999999999
90,202,"Bør salget af genetisk modificeret mad forbydes?","Genetiske modificerede afgrøder kan bidrage til at reducere verdens sult og ernæringsmæssige mangler",12,0,0,90.51729,91.84396,1,3850.658
91,180,"Bør dyreforsøg forbydes?","Dyreforsøg er en effektiv metode til at teste produkter",9,0,0,85.21059,57.35042,1,2383.658
92,196,"Bør sexarbejde være lovligt?","Det er umuligt at udrydde sexarbejde som profession. Derfor ville det være bedre at legalisere det",18,0,0,100,100,0,6517.324
93,59,"Hjælper eller skader elektroniske apparater børns udvikling?","Brugen af elektroniske enheder i skolen kan have en negativ indvirkning på børns karakterer",9,0,0,94.97974,83.76331,0,267.332
94,21,"Er mennesker fundamentalt anderledes end andre dyr?","Mennesker er intellektuelt overlegne overfor andre væsener på Jorden",9,0,0,76.88872,73.87355,0,1666.662
95,288,"Vi bør tilpasse os klimaforandringer i stedet for at forhindre dem","Menneskeheden har en lang historie med succesfuldt at tilpasse sig til klimaforandringer",11,0,0,82.79845,81.10996,1,1205.662
96,23,"Er mennesker fundamentalt anderledes end andre dyr?","Mennesker har en følelse af selvbevidsthed og individuel identitet",9,0,0,78.2154,76.88872,0,829.997
97,233,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Menneskets evolution er langsommere end klimaforandringerne, hvilket gør det svært for mennesker at tilpasse sig klimaforandringer",20,0,0,93.17064,81.23057,1,1548.997
98,175,"Bør abort betragtes som mord?","Et foster eller en embryon er ikke en person; derfor bør abort ikke betragtes som mord.",15,0,0,100,100,0,3165.664
99,220,"Brugen af plastik bør undgås","Jo mindre plastik vi bruger, desto mindre plastikforurening vil der være",12,0,0,100,98.11552,0,5234.661
100,29,"Er mennesker fundamentalt anderledes end andre dyr?","Genetik beviser, at mennesker grundlæggende ligner andre arter",10,0,0,68.56685,66.27532,0,2135.662
