"Order","Index","Topic","Argument","Words","Condition_Share","Share","Agreement","Agreement.Contacts","New","Dwell.Time"
17,143,"Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?","At blive udpeget til en magtposition ved lotteri ville efterlade mange mennesker overvældet og uforberedte",16,0,0,59.99066,50,1,5174.95199999999
18,107,"Er det etisk forkert at se pornografi?","At se pornografi bidrager til overtrædelser af menneskerettighederne, herunder kønslig ulighed",10,0,0,11.83083,16.61096,0,6318.28599999998
19,202,"Bør salget af genetisk modificeret mad forbydes?","Genetiske modificerede afgrøder kan bidrage til at reducere verdens sult og ernæringsmæssige mangler",12,0,0,50,50,1,7269.61799999997
20,289,"Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?","Tilpasning er en kortvarig løsning, mens afværgelse af klimaforandringer er en langvarig løsning",13,0,0,64.65129,55.92755,1,3506.95900000001
21,166,"Liv vs. valg: Bør abort være lovligt?","For at opnå kønslig lighed er det fundamentalt, at individer kan kontrollere deres egen reproduktion",15,0,0,67.99739,63.33676,0,8130.95199999998
22,162,"Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?","Mennesker, der lever i privilegerede positioner, har et moralsk ansvar for at ændre deres livsstil",13,0,0,37.28503,36.09,0,4799.972
23,287,"Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?","Det er umuligt at stoppe klimaforandringerne og deres påvirkninger",10,0,0,59.15414,56.52507,0,6732.63199999998
24,233,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Menneskets evolution er langsommere end klimaforandringerne, hvilket gør det svært for mennesker at tilpasse sig klimaforandringer",20,0,0,64.41229,57.12258,0,8879.283
25,21,"Er mennesker fundamentalt anderledes end andre dyr?","Mennesker er intellektuelt overlegne overfor andre væsener på Jorden",9,0,0,72.18,61.3052,0,11058.951
26,50,"Skabte et guddommeligt væsen universet?","Observationer af Guds skabende kraft er aftaget, efterhånden som menneskeheden har udviklet sig",11,0,0,51.50593,50,0,4571.293
27,112,"Er stråling fra mobiltelefoner og Wi-fi skadeligt?","Mobiltelefonstråling absorberes mere af børns hjerner end af voksnes hjerner",13,0,0,39.5556,40.03361,1,4777.948
28,150,"Er moderne teknologi er en ulempe for samfundet?","Teknologi gør det muligt for enkeltpersoner at eje eller kontrollere ejendom på afstand, hvilket mindsker den enkeltes direkte ansvar for ejendommen",19,0,0,55.68854,52.58146,0,6454.28799999998
29,29,"Er mennesker fundamentalt anderledes end andre dyr?","Genetik beviser, at mennesker grundlæggende ligner andre arter",10,0,0,49.35487,50,1,5451.31
30,156,"Er moderne teknologi er en ulempe for samfundet?","Mange samfund ville ikke være mulige uden moderne teknologi - især store urbaniserede samfund",14,0,0,67.75838,62.02222,0,6149.64299999999
31,214,"Er det etisk forkert at spise kød?","At afslutte produktionen af kød vil være nødvendigt for at imødekomme det voksende fødevarebehov hos verdens befolkning",20,0,0,8.72374,6.57268,0,6742.97799999998
32,24,"Er mennesker fundamentalt anderledes end andre dyr?","Mennesker har menneskelig bevidsthed, som ontologisk og fundamentalt adskiller sig fra enhver anden form for bevidsthed",16,0,0,61.54421,57.24209,0,6928.31099999998
33,175,"Bør abort betragtes som mord?","Et foster eller en embryon er ikke en person; derfor bør abort ikke betragtes som mord.",15,0,0,60.58818,55.33003,0,5099.96999999999
34,290,"Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?","Hvis vi beslutter os for at tilpasse os klimaforandringerne, vil vi miste evnen til at afværge dem",17,0,0,37.88255,40.75063,0,4867.29099999999
35,158,"Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?","Politikere og politiske partier bør være ansvarlige for at vedtage de love og reguleringer, der er nødvendige for at foretage ændringer i en stor skala",19,0,0,71.22398,68.83391,1,8078.29899999999
36,126,"Er videnskab lig religion?","Undersøgelse af definitionerne af religion viser fokus på guddommelighed og åndelighed, som slet ikke er til stede i vestlig videnskab",20,0,0,52.10345,51.38643,1,5494.31599999999
37,180,"Bør dyreforsøg forbydes?","Dyreforsøg er en effektiv metode til at teste produkter",9,0,0,39.6751,43.61871,0,6811.63199999997
38,203,"Bør salget af genetisk modificeret mad forbydes?","Et universelt forbud er ikke den rigtige tilgang til at håndtere eventuelle problemer med genetisk modificerede fødevarer",17,0,0,62.61974,60.34917,0,8218.62399999996
39,153,"Er moderne teknologi er en ulempe for samfundet?","For at undgå en katastrofe bør teknologisk udvkling følge med den hurtige forandring i vores samfund",17,0,0,52.34245,52.93997,0,9486.949
40,176,"Bør abort betragtes som mord?","At sidestille abort med mord ville få kvinder til at bruge usikre metoder og sætte deres liv i fare",17,0,0,69.19242,59.63215,1,4463.964
41,59,"Hjælper eller skader elektroniske apparater børns udvikling?","Brugen af elektroniske enheder i skolen kan have en negativ indvirkning på børns karakterer",9,0,0,64.17328,63.45626,0,4620.97
42,173,"Bør abort betragtes som mord?","Da hensigten med abort er døden, bør sådanne procedurer betragtes som mord",11,0,0,38.00205,44.21623,1,4298.649
43,128,"Er videnskab lig religion?","Der findes mange forskellige former for religioner, nogle ligner videnskab, mens andre ikke gør",16,0,0,51.62543,50,0,4823.98599999999
44,204,"Bør salget af genetisk modificeret mad forbydes?","GMO'er er mere omkostningseffektive end umodificerede fødevarer og medfører mange fordele",11,0,0,51.14742,51.38643,1,7722.64699999999
45,149,"Er moderne teknologi er en ulempe for samfundet?","Et samfund bliver sårbart ved at stole for meget på teknologi",9,0,0,37.04603,40.98964,1,2902.313
46,130,"Hjælper eller skader sociale medier menneskelige relationer?","Sociale medier har gjort det lettere at kommunikere og forbedret kvaliteten af kommunikationen",13,0,0,73.01653,67.87788,0,5711.649
47,272,"Bør der ikke være nogen begrænsning for ytringsfriheden?","Censur fører til snæversynethed, fordi det forhindrer ærlig og åben diskussion",11,0,0,47.44282,47.20381,0,7365.66
48,26,"Er mennesker fundamentalt anderledes end andre dyr?","Alle dyr er grundlæggende forskellige fra hinanden, og der er intet unikt ved mennesker, der adskiller dem fra dyr",19,0,0,39.91411,41.46765,1,10114.306
49,124,"Er videnskab lig religion?","I modsætning til religion er videnskab baseret på beviser og eksperimentering, hvilket er en mere pålidelig metode til at opnå sandheden",18,0,0,68.23639,60.11017,0,7416.31
50,222,"Bør brugen af plastik undgås?","Plastik bliver eksporteret, hvorfor et nedsat forbrug af plastik vil reducere CO2-emmisionen, der stammer fra transport",13,0,0,54.0155,50,0,5133.327
51,47,"Skabte et guddommeligt væsen universet?","Kompleksiteten på mange af universets fænomener og interaktioner antyder tilstedeværelsen af en guddommelig skaber",14,0,0,52.10345,51.62543,1,7125.324
52,245,"Bør alle stoffer blive legaliseret?","Det har skadet samfund i hele verden at håndhæve kriminialisering af stoffer og bør stoppes",17,0,0,72.29951,65.96583,0,8290.65299999999
53,151,"Er moderne teknologi er en ulempe for samfundet?","Teknolgi forhindrer os i at nyde de nuværende øjeblikke",14,0,0,50,50,1,9984.327
54,276,"Bør der ikke være nogen begrænsning for ytringsfriheden?","Isoleret tale kan ikke påføre fysisk skade",9,0,0,60.22967,55.56904,0,4559.986
55,177,"Bør dyreforsøg forbydes?","Der er foretrukne alternativer til dyreforsøg, som er mere præcise og humane",13,0,0,66.68285,59.27364,0,3467.661
56,236,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Klimaforandringer sker langsomt. Vi kan tilpasse os inde for den tidsramme",10,0,0,65.12931,62.97825,0,7501.31
57,213,"Er det etisk forkert at spise kød?","Vegetariske kostvaner bidrager direkte og indirekte til bedre sundhedsresultater for alle mennesker",13,0,0,24.13967,21.15209,0,6321.327
58,193,"Bør religion være involveret i politik?","At involvere religion i politik er i modstrid med principperne for et sekulært demokratisk samfund",14,0,0,61.4247,57.7201,0,5814.991
59,249,"Bør alle stoffer blive legaliseret?","Stoffer bør forblive forbudt, fordi de er sundhedsskadelige for de personer, der bruger dem",16,0,0,73.49454,61.4247,0,5607.31199999999
60,247,"Bør alle stoffer blive legaliseret?","At tage stoffer kan være en vigtig og positiv oplevelse for enkeltpersoner og fællesskaber",13,0,0,34.65596,43.1407,1,3803.30200000001
61,212,"Er det etisk forkert at spise kød?","At spise kød  indebærer for det meste en umoralsk og grusom behandling af dyr",15,0,0,40.03361,39.07758,0,4198.97
62,221,"Bør brugen af plastik undgås?","Jo mindre plastik vi bruger, desto mindre plastik skal vi producere",12,0,0,65.48782,56.64457,0,3960.64
63,116,"Er stråling fra mobiltelefoner og Wi-fi skadeligt?","Mobiltelefoner og Wi-Fi udsender ikke-ioniserende stråling, som ikke er skadelig i små doser.",14,0,0,70.62646,66.68285,0,9248.61499999999
64,288,"Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?","Menneskeheden har en lang historie med succesfuldt at tilpasse sig til klimaforandringer",11,0,0,59.27364,55.80805,0,3206.96200000001
65,230,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Dyrearter er allerede begyndt at uddø. Udryddelsen af menneskeheden er sandsynligvis det næste",14,0,0,34.29745,35.73149,1,7075.61599999998
66,216,"Er det etisk forkert at spise kød?","Smagen af kød er lækker og giver mange mennesker glæde på en måde, som vegetarisk mad ikke fuldt ud kan efterligne",20,0,0,79.2307,80.30623,0,6989.61999999998
67,181,"Bør atomkraft erstatte fossile brændstoffer?","Kerneenergi rummer langt større potentiale end fossile brændsler til at udvikle sig gennem teknologiske gennembrud og øget effektivitet",17,0,0,51.02792,51.38643,1,4734.288
68,157,"Er moderne teknologi er en ulempe for samfundet?","Teknologi har ændret hverdagen til det bedre for altid",9,0,0,63.09775,58.91513,0,6048.299
69,198,"Bør sexarbejde være lovligt?","Legalisering af sexarbejde øger dets udbredelse og medfører større skade",12,0,0,36.56801,32.6244,1,4629.65599999999
70,123,"Er videnskab lig religion?","Videnskab er yderst dynamisk og konstant i udvikling; religioner er normalt statiske og bevarende",13,0,0,58.07861,53.41798,0,5357.653
71,286,"Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?","At tilpasse sig klimaforandringerne ville være hurtigere end at afværge dem",10,0,0,61.78321,56.04705,0,4677.31699999999
72,31,"Er Darwins evolutionsteori filosofi eller videnskab?","Der er aldrig blevet dokumenteret et enkelt eksempel på evolution",9,0,0,56.52507,53.41798,0,3090.654
73,237,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Beviser og statistikker tyder på, at de handlinger, vi foretager os, er tilstrækkelige til at håndtere større klimaforandringer",17,0,0,65.36831,60.94669,0,8765.31000000001
74,49,"Skabte et guddommeligt væsen universet?","Videnskaben tilbyder alternative forklaringer på universets oprindelse.",10,0,0,52.82046,52.10345,1,6299.63899999999
75,121,"Er videnskab lig religion?","Både videnskab og religion kræver troen på noget, som du personligt ikke forstår for at fungere",16,0,0,60.82719,58.79563,1,5118.31799999999
76,117,"Er videnskab lig religion?","Videnskab og religion ligner hinanden ved, at begge er blevet brugt til at forklare menneskets oprindelse",17,0,0,60.58818,57.00308,1,7305.327
77,220,"Bør brugen af plastik undgås?","Jo mindre plastik vi bruger, desto mindre plastikforurening vil der være",12,0,0,64.05378,58.19811,0,3940.326
78,37,"Er Darwins evolutionsteori filosofi eller videnskab?","Darwins teori har logiske fejl og kan derfor næppe betragtes som videnskab",14,0,0,50,51.26692,1,3840.662
79,246,"Bør alle stoffer blive legaliseret?","Hvis stoffer blev legaliseret, ville narkohandlen være mindre i stand til at fremme alvorlig kriminalitet",15,0,0,67.39987,59.27364,1,4730.65799999999
80,60,"Hjælper eller skader elektroniske apparater børns udvikling?","Elektroniske enheder kan have en negativ indvirkning på børns sociale og psykologiske udvikling",9,0,0,52.46195,51.62543,0,7837.97899999999
81,23,"Er mennesker fundamentalt anderledes end andre dyr?","Mennesker har en følelse af selvbevidsthed og individuel identitet",9,0,0,63.69527,57.6006,0,6602.30499999999
82,159,"Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?","Ændringer i individuelle livsstile gør ingen forskel",9,0,0,73.37504,72.0605,0,3929.312
83,184,"Bør atomkraft erstatte fossile brændstoffer?","Der er bekymring vedrørende sikkerheden i forbindelse med kernekraftreaktorer og potentiel fare for aktørerne",13,0,0,50.66941,49.35487,1,7261.64499999998
84,217,"Er det etisk forkert at spise kød?","At indtage kød er en vigtig del af mange kulturer og religioner",11,0,0,71.34348,69.07292,0,6969.62699999998
85,54,"Hjælper eller skader elektroniske apparater børns udvikling?","Elektroniske enheder kan gavne forældre ved at tilbyde dem større kontrol over deres børns udvikling",13,0,0,73.61404,68.5949,0,4029.63700000001
86,115,"Er stråling fra mobiltelefoner og Wi-fi skadeligt?","Effekterne fra strålinger fra mobiltelefoner og Wi-Fi er minimale",11,0,0,73.37504,60.70768,0,4482.303
87,199,"Bør salget af genetisk modificeret mad forbydes?","Genetisk modificeret mad udgør en trussel mod sundheden for dem, der indtager det.",11,0,0,52.34245,52.82046,1,4292.64
88,134,"Hjælper eller skader sociale medier menneskelige relationer?","Det er blevet påvist, at sociale medier kan føre til depression hos individer",9,0,0,25.69321,24.02017,1,4684.29099999999
89,155,"Er moderne teknologi er en ulempe for samfundet?","Teknologisk tilbagestående lande har ingen magt på den globale scene",10,0,0,50,50,1,2910.971
90,280,"Bør der ikke være nogen begrænsning for ytringsfriheden?","Ubegrænset ytringsfrihed kan bruges til at sprede hadefulde og/eller skadelige ideologier",13,0,0,67.75838,60.82719,0,7590.98299999999
91,194,"Bør religion være involveret i politik?","Politik og religion bør lægges til side. Disse tre aspekter af livet bør IKKE følges ad: religion-stat-hær",15,0,0,59.15414,55.92755,1,6868.31799999999
92,229,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Konsekvenserne af global opvarmning udgør en direkte trussel mod det land og miljø, der er nødvendigt for menneskets overlevelse",16,0,0,50.4304,50,0,6653.63699999998
93,119,"Er videnskab lig religion?","Både videnskab og religion bruger personlige erfaringer som en måde at forstå tilværelsen på",13,0,0,66.44384,58.79563,1,6445.647
94,242,"Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?","Menneskeskabte kulstofemissioner vil sandsynligvis beskytte mennesker mod en anden istid",12,0,0,51.26692,51.26692,1,9448.32500000001
95,188,"Bør religion være involveret i politik?","Det er nødvendigt at involvere religion i politik for at sikre, at love og politikker er etiske",15,0,0,46.7258,48.15984,0,3566.988
96,200,"Bør salget af genetisk modificeret mad forbydes?","Genetiske modificerede fødevarer kan være skadelige for miljøet og økosystemer",11,0,0,56.16656,53.65699,1,3972.316
97,113,"Er stråling fra mobiltelefoner og Wi-fi skadeligt?","Mobiltelefonstråling øger gennemtrængeligheden af blod-hjerne-barrieren",10,0,0,46.24778,48.15984,1,3143.321
98,281,"Bør der ikke være nogen begrænsning for ytringsfriheden?","Én persons frihed slutter, hvor en andens begynder: stødende og truende tale bør være ulovlig",13,0,0,68.23639,57.7201,0,6514.995
99,227,"Bør brugen af plastik undgås?","Så længe det er genanvendeligt, er der intet i vejen med plastik",12,0,0,65.36831,61.90272,0,4431.31799999999
100,138,"Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?","Politikere valgt gennem lotteri ville være bedre til deres arbejde",10,0,0,35.13397,42.42368,1,7801.28899999999
